ds,yhat,yhat_lower,yhat_upper
2017-05-12,118.72957753603768,56.653499856898414,181.61651637076466
2017-05-13,84.02522398288382,21.57512986250618,138.19366612403044
2017-05-14,96.44595149757984,37.6334363103724,158.09742712335785
2017-05-15,140.39821207697992,78.97025287378317,198.8619044439338
2017-05-16,140.5122169127057,75.04432487594622,202.62604982331763
2017-05-17,137.68738080730256,74.2104751397089,198.063520302958
2017-05-18,131.96956005783105,67.91248493027604,193.9317547264665
2017-05-19,129.13605898143842,67.43403319808759,190.11240266732614
2017-05-20,93.90532841236701,31.454719335178012,149.69227215221235
2017-05-21,105.63887631589293,44.80431505650369,163.51750532566075
2017-05-22,148.7367205335073,86.80620475462223,215.12255086700293
2017-05-23,147.82788893963937,85.57733844637418,213.4375805149617
2017-05-24,143.81613498105258,81.10612914049365,205.16995516714005
2017-05-25,136.75726927857608,76.52331193354702,197.42173690066514
2017-05-26,132.44407726532097,65.2366486376002,191.01758308257175
2017-05-27,95.61574709062035,33.70094308469529,158.32056506391862
2017-05-28,105.65933454027743,45.97957913152059,164.54277323387794
2017-05-29,147.00460723045808,85.40464874933407,202.5480381858295
2017-05-30,144.31379085097,87.49708041242303,201.07395447191965
2017-05-31,138.52640763623046,77.63669777687078,195.63882906815294
2017-06-01,129.73563397850532,67.95488804118477,189.1820470585645
2017-06-02,123.77217668035571,63.75426177549942,182.86519123690272
2017-06-03,85.41262344424571,22.02460682326895,149.22334997689924
2017-06-04,94.07982814675327,31.979466532871857,153.97683333301688
2017-06-05,134.23670572840408,68.54660459310571,194.27574481530246
2017-06-06,130.5749923960907,66.16660775822129,190.4347162770538
2017-06-07,124.05919199830855,63.77319389624363,182.85434210547587
2017-06-08,114.80216348412424,48.661060656876266,178.0742780314814
2017-06-09,108.64837321883397,45.370310638309384,168.2993535718966
2017-06-10,70.38178806892083,9.3416343651364,129.0551955768251
2017-06-11,79.4259839473599,24.936014753556854,143.9603745285831
2017-06-12,120.23785476814368,58.809203166167606,181.11384198987295
2017-06-13,117.49648067177044,56.38538951587195,179.10802818500662
2017-06-14,112.14737404459288,49.094110724616556,175.20363529245262
2017-06-15,104.278549937786,39.40066709885124,163.53529526900027
2017-06-16,99.70443070987938,43.26282263433131,165.60994892751125
2017-06-17,63.17454163307751,6.043023018475252,124.69177828298866
2017-06-18,74.07454834518838,12.976671778768372,132.65492613101003
2017-06-19,116.82099338070897,58.74684511194598,186.6414463104889
2017-06-20,116.05125987679291,58.028723453675376,176.09462173161066
2017-06-21,112.66894811245074,55.018528204223955,173.94252221930705
2017-06-22,106.72107753628732,44.22167337213986,168.5712575787725
2017-06-23,103.98309013120843,44.63642098667668,164.98824567163146
2017-06-24,69.1685789030971,9.515281599392114,127.6573331431077
2017-06-25,81.63126147504975,21.655884646896798,142.13451157299463
2017-06-26,125.76052813056644,67.16735400782026,186.50170211295503
2017-06-27,126.17206839710475,63.66554660917623,186.57830964985104
2017-06-28,123.75374244758191,62.714812897448574,184.24426183052012
2017-06-29,118.5430958358379,54.799739376052166,179.48181420866246
2017-06-30,116.31248494689747,53.83181041566868,176.576668887113
2017-07-01,81.7787344259734,16.91150085303328,142.3877987761889
2017-07-02,94.30485006053232,34.8711474441208,151.73550378409274
2017-07-03,138.2951258644654,74.85997011353047,201.19876249479194
2017-07-04,138.3851644766154,74.86288666732419,201.64487506276285
2017-07-05,135.48699727694967,68.06441632864411,195.61393304719502
2017-07-06,129.6657274614634,66.4922333165623,193.0448037996506
2017-07-07,126.72369177995263,63.37337430848956,188.59037894457344
2017-07-08,91.40909344982626,33.1720554002,156.1140620181598
2017-07-09,103.11666277429269,36.75111587558731,163.308596711664
2017-07-10,146.28171806479583,88.42009361841357,203.56093717745185
2017-07-11,145.56917954802276,84.76778282512868,208.68201725288202
2017-07-12,141.91775491432975,80.76543165688581,206.64864742253553
2017-07-13,135.41574952931717,74.02777379966723,197.55391820583094
2017-07-14,131.88452359036614,76.08950739520778,196.52112215322117
2017-07-15,96.08657103491446,32.247465369893355,156.62750117740626
2017-07-16,107.42579415737228,49.435992344475075,170.15362474712384
2017-07-17,150.3413584801974,87.65008994216936,205.20550795046168
2017-07-18,149.49668663962154,91.26833424331666,210.71287900213835
2017-07-19,145.82380993889413,87.92906232836258,210.98334207399583
2017-07-20,139.3995245697372,74.00244819571435,198.2401427653072
2017-07-21,136.02936242169443,70.04752003831281,198.89626172657705
2017-07-22,100.45633442547967,40.2390900366072,166.08734834513382
2017-07-23,112.06199713233934,49.31311793006237,170.8803984166722
2017-07-24,155.26120057704745,94.24648690467531,216.86046668773906
2017-07-25,154.6920458298562,90.64348039274013,214.16722937023113
2017-07-26,151.261238137591,88.96557557165977,215.666571233181
2017-07-27,145.02124841256347,83.9398853180729,204.08471307669257
2017-07-28,141.75525885207514,84.24373115990309,206.01906410908904
2017-07-29,106.18681626373132,47.02218096986146,169.1034655216322
2017-07-30,117.6817127310299,56.69667400981827,178.31316240869887
2017-07-31,160.64342252167387,96.35764536513335,218.47726561448786
2017-08-01,159.7035988420245,96.2423623785031,219.9167666454796
2017-08-02,155.76779624394828,93.45388870747463,219.28295681369056
2017-08-03,148.89281681909245,90.94359160735108,211.78591623611192
2017-08-04,144.87164734618094,84.97164091185309,203.96384143546263
2017-08-05,108.44290870372564,45.32868965987847,169.28760124028955
2017-08-06,118.99234134727226,54.437987629567516,177.79302871595053
2017-08-07,160.94766649068737,101.13201321222087,227.58049415544346
2017-08-08,158.96834328131152,96.47033327369701,218.4636969434875
2017-08-09,153.9904102859295,93.98580912209401,212.80810904191137
2017-08-10,146.10283689227347,86.97887142445197,208.12171105125876
2017-08-11,141.13138345551815,81.84675594584097,202.11858555226124
2017-08-12,103.8469263705612,39.73152103988338,164.32173453195028
2017-08-13,113.66580892282337,49.75720003204742,172.31925047145253
2017-08-14,155.04359541302085,92.41571020159314,212.93073096941603
2017-08-15,152.66378664298247,85.53334162268189,214.398120729373
2017-08-16,147.48172123621958,86.25139290965714,207.6599868640841
2017-08-17,139.60012193633176,74.68153983854931,200.95840680004835
2017-08-18,134.85231543226436,75.81625383456335,193.2233473616798
2017-08-19,98.01010678322729,34.78873143520603,159.21699900523515
2017-08-20,108.48388847651805,45.34071677585877,173.11798102816323
2017-08-21,150.71637438879713,86.04061846516026,209.9595438267626
2017-08-22,149.3715224383701,88.52370692615686,209.7486004601304
2017-08-23,145.37886915905193,83.63196430462226,213.1688349253448
2017-08-24,138.80972632907915,78.35544732736551,204.28670408568485
2017-08-25,135.46125231084682,74.81059290911664,197.87205409041206
2017-08-26,100.0653563274868,40.50500299419965,162.63969180727818
2017-08-27,111.98998665314954,49.41203727774267,174.34278102526608
2017-08-28,155.6341584827154,91.66562202171212,217.74556549614087
2017-08-29,155.61824644216705,89.4827650911124,216.3125783634246
2017-08-30,152.8297225372448,87.26093038670294,218.63965085552806
2017-08-31,147.30074561858456,86.19956013013558,207.70500064247025
2017-09-01,144.793569975871,85.78470473607223,205.30161326795033
2017-09-02,110.0106870870127,45.12674652996028,172.2756065939736
2017-09-03,122.29720940300557,61.349009035369804,184.0683648533346
2017-09-04,166.03681332411352,103.2252016771877,229.85108148551004
2017-09-05,165.842732491605,107.39229572780799,226.5368013004498
2017-09-06,162.60395428012683,94.82299331977343,225.61673870459265
2017-09-07,156.36300467503767,95.67314465685334,216.7869617019685
2017-09-08,152.90127546677152,89.77141415396602,214.01185483628524
2017-09-09,116.94880371629449,54.9615997732024,175.7292613069511
2017-09-10,127.88601523390722,66.62754072210527,186.55499149482702
2017-09-11,170.1387621171237,109.79793162708059,234.6179076420008
2017-09-12,168.36816639821967,106.40790839222727,230.8393048441569
2017-09-13,163.5154518023915,103.7845168397281,226.89316515818462
2017-09-14,155.67818523130296,95.5077022837674,219.74152718320465
2017-09-15,150.69392530524408,89.44179088166534,213.81280187148005
2017-09-16,113.34823532562966,52.677430051042975,177.25667448673346
2017-09-17,123.0746254802265,61.129658428529744,182.20222459047815
2017-09-18,164.34780859171084,102.53957781572359,221.90682038080803
2017-09-19,161.87183708881903,101.19718459041142,228.77681936644206
2017-09-20,156.6233579626498,98.52428664688415,216.26720594350905
2017-09-21,148.7264596146711,87.88037745832409,211.68266619159863
2017-09-22,144.03515613962725,81.25841796898604,205.40906342361325
2017-09-23,107.34050901950447,45.67364009536906,170.1188549103909
2017-09-24,118.06998636959875,55.16294044678876,178.21544480550992
2017-09-25,160.6804717244389,103.85977785010358,216.87209722185423
2017-09-26,159.84650759098193,99.6790035551977,223.99502586451104
2017-09-27,156.50401867324032,98.96958784904126,220.63464343202926
2017-09-28,150.72598603989448,90.14109589336111,214.35334209436908
2017-09-29,148.30610447408614,88.29307965426223,208.76230243233573
2017-09-30,113.96739905658676,53.84285510187308,174.5401962324703
2017-10-01,127.06336731372917,64.7498387098351,188.5089774766268
2017-10-02,171.97301506703175,112.44269896824771,232.70735278927913
2017-10-03,173.29131985517546,111.09553704918237,233.3924082508099
2017-10-04,171.87530776266834,111.01367196490494,233.3291553095059
2017-10-05,167.7221505781667,103.8491857670721,227.81317464954347
2017-10-06,166.55524730719762,106.93798396135192,228.59658137296444
2017-10-07,133.0351959292899,73.95370720694922,192.93350950444446
2017-10-08,146.46315157672632,91.31060048622952,205.60846826338332
2017-10-09,191.17787117428347,131.39346330239027,254.90352361131735
2017-10-10,191.7479140673859,131.5073629111684,250.69724884024208
2017-10-11,189.01912665794248,126.97363077784887,252.578742549137
2017-10-12,182.99376703971086,120.63076087222225,241.40027660684993
2017-10-13,179.41719264867072,117.04836775374437,241.3774027377056
2017-10-14,142.98898624244976,82.45944882788228,201.97740569216649
2017-10-15,153.06599763930654,94.77387283429472,212.77533912936235
2017-10-16,194.05859504380754,131.6815920059093,258.29487718189176
2017-10-17,190.62160256114555,122.90240093300103,248.04711044168684
2017-10-18,183.70007152016365,119.14228994294005,247.0320136590815
2017-10-19,173.40627489812178,110.39249811692304,233.59145836801434
2017-10-20,165.60389281299985,103.95703433116091,228.10160593069196
2017-10-21,125.1163208812611,63.790433904885624,187.81479112379927
2017-10-22,131.42664530563513,72.55215507110331,195.30272654550544
2017-10-23,169.07065334091448,114.01461897324863,230.3584291621407
2017-10-24,162.82443709392965,100.55804146366229,226.15029164116947
2017-10-25,153.74682405648613,90.77564389849165,214.92256923413797
2017-10-26,142.05311189854467,80.69125232723597,207.1012498936009
2017-10-27,133.69616307578693,74.16000597831889,196.61754916039467
2017-10-28,93.57187692390848,29.342030266479338,156.60521410990907
2017-10-29,101.21666363257266,38.89545277728306,161.95813598826558
2017-10-30,141.19836246538085,79.93005145237261,201.74410874168652
2017-10-31,138.30222674036133,77.53661506888774,200.44479482768216
2017-11-01,133.57226256434018,70.69796631152322,204.95154813319164
2017-11-02,127.18443961477985,64.71547682921315,185.75066921097255
2017-11-03,125.02785693374602,56.658895434701414,186.66741576211933
2017-11-04,91.91089323093368,31.794217918424998,150.53808038426462
2017-11-05,107.2599630528567,48.41309832109541,174.6872022277755
2017-11-06,155.51230235670096,93.30945624489705,213.45350103862887
2017-11-07,161.30437188964706,98.45004890216383,222.41662466658164
2017-11-08,165.51611659124615,101.93557319845371,224.42218810267258
2017-11-09,168.14753692875877,107.15109238009883,226.3813330130194
2017-11-10,174.9035804947499,115.11470516974286,240.6101979476673
2017-11-11,150.4042987263722,90.76047025703049,212.7626566739324
2017-11-12,173.88779605684988,110.2515277555812,235.67778939843984
2017-11-13,229.6072963169621,163.6296579363109,293.41451342228476
2017-11-14,242.02381143387493,179.98964975052445,307.2867544780507
2017-11-15,251.85454671644678,184.82105768443594,311.9184093070128
2017-11-16,258.9533962956048,197.89843217486927,319.6175906718078
2017-11-17,268.89943906123494,209.19233489619347,331.8706169277275
2017-11-18,246.2102883685822,183.42761824086173,307.7791482236341
2017-11-19,270.0477414902869,206.94037674157957,330.037462653405
2017-11-20,324.61698226535043,263.0722354308138,383.3119080510922
2017-11-21,334.3607649220163,276.41413779932753,396.2500081326916
2017-11-22,340.0086706708585,280.5799979263729,400.67283244493757
2017-11-23,341.45776399766544,277.79461661280715,397.99143290969226
2017-11-24,344.3605491090784,281.3608835408468,409.17470720950297
2017-11-25,313.33708702008084,252.67933296847946,375.7700973619597
2017-11-26,327.6787433872988,266.23438780899704,387.2155487198099
2017-11-27,371.74486172663944,304.8554513296888,435.8573738088918
2017-11-28,370.1538452671713,306.8230394938061,429.53416322659797
2017-11-29,363.8288104036717,302.70134147055603,430.87336269203496
2017-11-30,352.87422105386236,288.96382568621254,415.7577836958625
2017-12-01,343.15949773192654,279.8014881299355,407.6576690033048
2017-12-02,299.5265631795907,241.66809579800744,362.56849355748767
2017-12-03,301.48890167273737,242.02116853028997,366.12469911881516
2017-12-04,333.6235359789284,273.27509899023744,388.4482955279545
2017-12-05,320.7575161438089,256.79472305199346,380.3485812831462
2017-12-06,304.00918949268896,245.196926727756,367.48745650023375
2017-12-07,283.6607637383569,217.3230312183989,342.0244119701633
2017-12-08,265.73825121502904,205.61106406169682,328.5664878111108
2017-12-09,215.21584023846816,151.7306749285653,275.0974663268838
2017-12-10,211.71234265716768,151.258324311283,269.8910045964449
2017-12-11,239.88117955357538,181.19995269229386,302.27492284459316
2017-12-12,224.59554190470072,160.83966290803173,286.1787277615995
2017-12-13,206.98902184883926,142.46712741992505,269.20433326122674
2017-12-14,187.32823594376475,123.53916750408928,248.80549938466467
2017-12-15,171.59352052871787,107.1452082661353,233.31640498076393
2017-12-16,124.68472101098865,65.95112025904545,185.37330337032535
2017-12-17,126.11968360199664,64.03294471910733,189.60918633949447
2017-12-18,160.4268561863309,98.97841640786802,226.29316464580333
2017-12-19,152.3335664685405,93.79319982180526,213.59272262463344
2017-12-20,142.8101928861695,82.18290092344681,206.19602783963495
2017-12-21,131.94665996920543,70.58052827516377,194.6449084531868
2017-12-22,125.53724185895643,65.65044719636379,187.6487935186009
2017-12-23,88.29059439258188,29.332993780517263,150.39691588410645
2017-12-24,99.53252127460196,42.67219401587131,162.48549760081008
2017-12-25,143.60277855854048,89.40910980593779,206.45152289272195
2017-12-26,145.04738641475916,80.46217224989071,208.26614928850515
2017-12-27,144.66657024018696,77.6890715259428,202.02611432916203
2017-12-28,142.39467738856098,79.6325677372084,205.18640525898203
2017-12-29,143.8865309126531,80.41728278754414,209.55710962459474
2017-12-30,113.73431232330466,57.40190300411577,179.19965384327597
2017-12-31,131.1679586441894,71.94229343910034,193.61571434686928
2018-01-01,180.45481231656603,116.22340139192724,241.47529313813516
2018-01-02,186.09273718227305,123.22401523585356,244.31067169142213
2018-01-03,188.8582642619693,128.00269693145765,249.28982905133333
2018-01-04,188.6861234867927,126.0477365033908,254.0790410756155
2018-01-05,191.2560943691136,130.73099675588534,252.05976210874053
2018-01-06,161.20407096331064,100.0502429486018,227.22054092166994
2018-01-07,177.8248474405754,119.27214960255519,234.8241974088771
2018-01-08,225.46795468368504,163.77180878457196,289.0722566148875
2018-01-09,228.7280672912164,168.20296730160456,291.2003880795585
2018-01-10,228.49017594191056,166.6277653218943,290.2105133850411
2018-01-11,224.80596444989683,166.78397218389495,289.53117797971464
2018-01-12,223.47741031328493,164.65516458812388,279.69489893274823
2018-01-13,189.26459024430227,123.7091069910244,251.30768064262662
2018-01-14,201.5847526430774,139.0636450910031,261.4524178677352
2018-01-15,244.90671010380436,177.06410610367504,306.12802197338607
2018-01-16,243.93685981880853,182.79011403287006,306.7221295107607
2018-01-17,239.66237794765505,179.3127568384878,304.61909205354897
2018-01-18,232.2254407756996,166.2038462334742,290.68042367436965
2018-01-19,227.5050652510255,168.18160558388044,289.0109132116607
2018-01-20,190.32358376328725,129.3708126555866,245.45365786524374
2018-01-21,200.1453645325958,136.85286960411645,262.96983166937247
2018-01-22,241.46919612614585,178.18960503031,298.8972879661819
2018-01-23,239.01592471427358,179.80595554563274,302.1939382278288
2018-01-24,233.7715879498152,172.53640351154868,295.2444612913935
2018-01-25,225.86251262414964,165.80182912739076,287.98051320073273
2018-01-26,221.13840138848917,161.38782188640874,283.83112772508815
2018-01-27,184.3803755428665,127.74445031046325,241.14767381887208
2018-01-28,195.00152986521275,130.95701219019236,260.1082199258004
2018-01-29,237.4413567987361,177.16955147974377,296.32871445441265
2018-01-30,236.35531784619437,171.08642268070273,293.0678608967766
2018-01-31,232.66096707679029,170.42545055176973,293.51095775429246
2018-02-01,226.41457037787976,163.13386734430804,285.27079544117123
2018-02-02,223.39663672467998,158.33392589634067,281.16200665554317
2018-02-03,188.32203862971565,131.50605347882316,244.98513741640537
2018-02-04,200.5424670372444,141.96150959076743,263.19094744881846
2018-02-05,244.4425284629339,190.29726480236877,305.31749857559686
2018-02-06,244.6309664142377,177.21398386676472,304.26908476361467
2018-02-07,241.9871514605852,179.34302484541217,304.37806661054094
2018-02-08,236.5392173252591,175.42093387604274,298.28180280894367
2018-02-09,234.04979055310977,177.1087363632459,300.05884078732095
2018-02-10,199.22621700059685,137.94696191564046,262.304135689364
2018-02-11,211.42279281781543,148.15433737803917,271.5529235298275
2018-02-12,255.03632539370838,192.36817548254632,318.2667260651114
2018-02-13,254.69653285268234,194.17128280543943,315.4267930099158
2018-02-14,251.31146090393594,193.8541667307541,313.95697122246133
2018-02-15,244.94433551600557,181.80401744555436,305.7373005176496
2018-02-16,241.39784536254268,180.8256473727876,303.2745558181599
2018-02-17,205.42280745095377,140.70350118756235,264.8170481312871
2018-02-18,216.4187759574037,158.6607204943168,281.799597361338
2018-02-19,258.82797265117057,196.40766298359048,316.8144993045188
2018-02-20,257.3240993629937,194.96267876564067,320.3657054761698
2018-02-21,252.85626056403336,193.87902211949807,311.8665878368038
2018-02-22,245.52445976711277,183.24514796052273,303.50316517973556
2018-02-23,241.16270360257246,179.70758866897145,303.30808142254006
2018-02-24,204.54670046332714,139.250558637888,265.7621463590647
2018-02-25,215.09373989792275,154.05728893371375,275.8892831601661
2018-02-26,257.25614931866096,196.83098681564715,320.5236867398619
2018-02-27,255.70989828064958,197.88762616318797,315.3943186805095
2018-02-28,251.39857968612134,183.43504961303472,313.69546427646856
2018-03-01,244.4092245124103,184.20615891356508,308.26546351363623
2018-03-02,240.5559687805203,180.9810456702669,303.91291042521436
2018-03-03,204.58853710900053,139.8276228206043,264.25140489493873
2018-03-04,215.89309989818724,156.069491560073,277.82055859464685
2018-03-05,258.88686600408136,197.6917950330425,317.59748360453204
2018-03-06,258.2079420497408,199.06079343755303,321.06422523586554
2018-03-07,254.76064549974205,195.71798085578067,315.4242301731842
2018-03-08,248.5926841082695,187.92267446409227,310.3787493335733
